az_lang	probability
az	0.9996678829193115
az	0.9854382276535034
az	1.00008225440979
az	1.0000313520431519
az	0.5437288880348206
az	0.9950551390647888
az	1.0000640153884888
az	0.9999540448188782
az	0.9999827146530151
az	1.00002121925354
tr	0.9081214070320129
tr	0.7206825613975525
az	0.9987102746963501
az	0.8516352772712708
tr	0.977507472038269
az	0.8736945390701294
az	1.000083088874817
az	0.5635879039764404
az	0.9947992563247681
az	1.000083565711975
az	0.9955976605415344
az	0.9985148906707764
az	1.0000852346420288
az	0.9981275200843811
az	0.9998012185096741
az	1.0000150203704834
tr	0.7767962217330933
az	1.0000097751617432
az	0.9997246265411377
az	0.9609799385070801
az	0.9996880292892456
az	1.0000871419906616
az	0.9997210502624512
az	0.9603140354156494
az	0.9998074769973755
az	1.0000864267349243
az	0.9582330584526062
az	0.9961739182472229
az	0.9990374445915222
tr	0.5361859202384949
az	1.0000500679016113
az	0.9529639482498169
az	0.9854792952537537
az	0.9998791813850403
az	0.9994103908538818
az	0.9851853251457214
az	0.997404158115387
az	0.9398559331893921
az	0.9993496537208557
az	0.5471322536468506
az	0.9995163679122925
az	0.36210957169532776
az	0.9669454097747803
tr	0.9882901310920715
tr	0.9798315763473511
az	0.9992225170135498
tr	0.953128457069397
tr	0.8533533215522766
az	1.0000897645950317
az	0.904219925403595
az	0.9999803304672241
az	1.0000104904174805
az	0.933612585067749
az	1.0000863075256348
tr	0.5204900503158569
az	0.9811412692070007
az	1.0000602006912231
az	0.8822516798973083
az	0.9996976256370544
az	0.9993908405303955
az	0.9999281167984009
az	0.9860126376152039
az	0.9618940353393555
az	0.9921882748603821
az	0.9402602314949036
az	0.9508277773857117
az	0.9911363124847412
az	0.9970688223838806
az	0.9986928105354309
az	0.9988330006599426
az	0.9848642349243164
az	0.970108687877655
az	1.0000869035720825
az	0.9998087286949158
az	0.7056946158409119
az	0.9515635371208191
tr	0.9982152581214905
tr	0.9366441369056702
az	0.9895631670951843
az	0.9929308891296387
tr	0.934258759021759
az	0.9864924550056458
az	1.000084638595581
az	1.0000773668289185
az	0.9983307719230652
tr	0.4100446105003357
az	0.8250948786735535
az	0.987191915512085
az	0.9940710067749023
tr	0.5485135912895203
az	0.999849259853363
az	0.9922258257865906
az	0.9993462562561035
az	0.9831799864768982
az	0.9964114427566528
az	0.9993966817855835
tr	0.98234623670578
az	1.0000827312469482
az	1.0000556707382202
az	1.0000672340393066
az	0.9967514276504517
az	0.9992124438285828
az	0.7027791142463684
az	0.9996803402900696
az	0.9986768960952759
az	0.9998710751533508
tr	0.8407185673713684
az	0.9989675879478455
hu	0.48960620164871216
az	0.999610424041748
az	0.7195267677307129
az	0.9922136664390564
tr	0.8369688987731934
az	0.99409019947052
az	0.9959936738014221
az	0.9978846311569214
az	0.8780816793441772
az	1.000062108039856
az	0.9887378215789795
az	0.545864462852478
az	0.970035970211029
tr	0.9735021591186523
az	0.9996606707572937
az	0.7047869563102722
az	1.0000897645950317
az	1.0000882148742676
az	0.9946064352989197
az	0.9996139407157898
az	1.0000596046447754
tr	0.6622958183288574
az	0.998995840549469
az	1.0000441074371338
az	0.9670905470848083
az	1.0000020265579224
az	0.5832072496414185
tr	0.7505192160606384
az	0.7525759935379028
az	0.9993006587028503
az	0.9930601119995117
tr	0.9208217263221741
az	0.9730467200279236
az	0.999943733215332
az	0.668662428855896
az	0.9951599836349487
az	0.9328980445861816
az	0.9686675071716309
az	0.9258334636688232
az	0.995948076248169
az	0.995948076248169
az	0.995948076248169
az	0.995948076248169
az	0.9851970076560974
az	0.998640239238739
az	0.9809123873710632
az	1.0000523328781128
az	0.9902793765068054
az	1.0000882148742676
az	0.9884294271469116
az	0.9938931465148926
az	0.9722333550453186
tr	0.824690043926239
az	0.9994555115699768
az	0.9921691417694092
az	0.9656372666358948
az	0.9620975852012634
az	0.9258941411972046
az	0.9935003519058228
az	0.9996141791343689
az	0.9999822974205017
az	1.0000879764556885
az	0.9917463660240173
az	0.9745463728904724
tr	0.9747514128684998
az	0.9993085861206055
az	0.9999977350234985
tr	0.6918336749076843
az	1.000010371208191
az	1.000010371208191
az	0.9760010242462158
az	0.996988832950592
az	0.9996696710586548
az	1.0000282526016235
az	1.0000871419906616
az	1.0000849962234497
az	1.000084400177002
az	0.9995837211608887
tr	0.992215633392334
az	0.980495274066925
az	0.9959618449211121
az	0.9948868751525879
az	0.9998887777328491
tr	0.9378886818885803
az	0.9863579869270325
az	0.9999994039535522
az	0.9995184540748596
az	1.0000889301300049
az	0.910219669342041
az	1.0000818967819214
az	1.000085473060608
az	1.000076413154602
az	0.9997661113739014
az	0.9799489378929138
az	0.5972254872322083
az	0.9998655319213867
az	0.7128820419311523
az	0.9775102138519287
tr	0.9928370118141174
az	0.9959741830825806
tr	0.9998834729194641
az	0.9116702079772949
az	0.9595575332641602
az	0.9946192502975464
az	1.000058650970459
az	1.000030755996704
az	0.9961686134338379
az	0.9955015778541565
az	0.9917076826095581
az	0.8831472396850586
az	0.9995748400688171
az	0.9736287593841553
az	0.9739550352096558
az	0.8021217584609985
az	0.687619686126709
tr	0.9997428059577942
tr	0.8275587558746338
az	1.0000821352005005
az	0.7834500670433044
az	0.9993866682052612
tr	0.8253457546234131
az	0.9466807842254639
az	0.973195493221283
az	0.9994006752967834
tr	0.9961104393005371
az	0.8411465287208557
tr	0.6045722961425781
az	0.9259771108627319
az	1.0000816583633423
az	0.9949477910995483
az	0.9996763467788696
az	0.9426133632659912
az	1.000074863433838
az	0.9959723949432373
az	0.976027250289917
az	0.9965466260910034
az	0.9983167052268982
az	0.9903622269630432
az	0.9999892711639404
az	0.9952231049537659
az	0.999572217464447
az	1.0000022649765015
az	0.9943159222602844
az	0.9961293935775757
